#SIGMA sim_E2 sim_H2
4	0.909	0.900
2.857142857	0.543	0.473
4.285714286	0.961	0.945
3.714285714	0.907	0.891
4.142857143	0.982	0.982
3	0.749	0.690
3.285714286	0.943	0.928
3.571428571	0.909	0.872
3.714285714	0.963	0.963
2.714285714	0.695	0.660
4	0.931	0.905
4.142857143	0.938	0.938
